"categoria","nombre_interno","imagen","bundle_origen","ancho","alto","estado_imagen"
"other-ui","qingyuanjuxing_jianhao_btn","assets/images/game-data/other-ui/qingyuanjuxing_jianhao_btn__atlas__actimegastar__083bda70ed.png","atlas\actimegastar.assetbundle","42","42","copiada_desde_cliente"
"other-ui","qingyuanjuxing_daoju_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_daoju_bg_9S__atlas__actimegastar__fd7c362ca7.png","atlas\actimegastar.assetbundle","40","40","copiada_desde_cliente"
"other-ui","qingyuanjuxing_wenzidi02_bg","assets/images/game-data/other-ui/qingyuanjuxing_wenzidi02_bg__atlas__actimegastar__a96d80c7df.png","atlas\actimegastar.assetbundle","199","33","copiada_desde_cliente"
"other-ui","zhuduilianchon_jindutiao_9s","assets/images/game-data/other-ui/zhuduilianchon_jindutiao_9s__atlas__actimegastar__c2a2b2ba86.png","atlas\actimegastar.assetbundle","26","20","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tanchuangdi01_9S","assets/images/game-data/other-ui/qingyuanjuxing_tanchuangdi01_9S__atlas__actimegastar__0c85478ff3.png","atlas\actimegastar.assetbundle","41","40","copiada_desde_cliente"
"other-ui","qingyuanjuxing_ka02_bg","assets/images/game-data/other-ui/qingyuanjuxing_ka02_bg__atlas__actimegastar__41e48bb352.png","atlas\actimegastar.assetbundle","104","104","copiada_desde_cliente"
"other-ui","qingyuanjuxing_dengluyouli_daojudi_bg","assets/images/game-data/other-ui/qingyuanjuxing_dengluyouli_daojudi_bg__atlas__actimegastar__db5b74fe59.png","atlas\actimegastar.assetbundle","98","98","copiada_desde_cliente"
"other-ui","qingyuanjuxing_liebiaofengexian_bg","assets/images/game-data/other-ui/qingyuanjuxing_liebiaofengexian_bg__atlas__actimegastar__87ceaecef2.png","atlas\actimegastar.assetbundle","18","102","copiada_desde_cliente"
"other-ui","qingyuanjuxing_line01_bg","assets/images/game-data/other-ui/qingyuanjuxing_line01_bg__atlas__actimegastar__7d94add948.png","atlas\actimegastar.assetbundle","71","3","copiada_desde_cliente"
"other-ui","qingyuanjuxing_heisezhezhao_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_heisezhezhao_bg_9S__atlas__actimegastar__026ef7569b.png","atlas\actimegastar.assetbundle","96","96","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu_box02","assets/images/game-data/other-ui/qingyuanjuxing_jindu_box02__atlas__actimegastar__0bac2c70d2.png","atlas\actimegastar.assetbundle","37","44","copiada_desde_cliente"
"other-ui","qingyuanjuxing_xmys_shijiandi_9s","assets/images/game-data/other-ui/qingyuanjuxing_xmys_shijiandi_9s__atlas__actimegastar__c5e7196f9c.png","atlas\actimegastar.assetbundle","418","42","copiada_desde_cliente"
"other-ui","qingyuanjuxing_heikuang_bg","assets/images/game-data/other-ui/qingyuanjuxing_heikuang_bg__atlas__actimegastar__ca3f52cb64.png","atlas\actimegastar.assetbundle","94","94","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu01_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_jindu01_bg_9S__atlas__actimegastar__cc491c672c.png","atlas\actimegastar.assetbundle","8","16","copiada_desde_cliente"
"other-ui","qingyuanjuxing_zhekou_bg","assets/images/game-data/other-ui/qingyuanjuxing_zhekou_bg__atlas__actimegastar__5ee7723da5.png","atlas\actimegastar.assetbundle","62","62","copiada_desde_cliente"
"other-ui","qingyuanjuxing_daoju_bg","assets/images/game-data/other-ui/qingyuanjuxing_daoju_bg__atlas__actimegastar__5c372fcd2d.png","atlas\actimegastar.assetbundle","98","98","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu02_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_jindu02_bg_9S__atlas__actimegastar__7f0b5a93ed.png","atlas\actimegastar.assetbundle","8","16","copiada_desde_cliente"
"other-ui","juxingzongxuan_mingchengdi04","assets/images/game-data/other-ui/juxingzongxuan_mingchengdi04__atlas__actimegastar__56675e796a.png","atlas\actimegastar.assetbundle","198","36","copiada_desde_cliente"
"other-ui","juxingzongxuan_beibao_line_H3S","assets/images/game-data/other-ui/juxingzongxuan_beibao_line_H3S__atlas__actimegastar__845e33a5db.png","atlas\actimegastar.assetbundle","32","14","copiada_desde_cliente"
"other-ui","qingyuanjuxing_toumingdi_9S","assets/images/game-data/other-ui/qingyuanjuxing_toumingdi_9S__atlas__actimegastar__5e562f43a2.png","atlas\actimegastar.assetbundle","12","12","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jiantou_icon","assets/images/game-data/other-ui/qingyuanjuxing_jiantou_icon__atlas__actimegastar__2bd7750840.png","atlas\actimegastar.assetbundle","81","57","copiada_desde_cliente"
"other-ui","qingyuanjuxing_xuanze_icon","assets/images/game-data/other-ui/qingyuanjuxing_xuanze_icon__atlas__actimegastar__1fb7629cc1.png","atlas\actimegastar.assetbundle","36","36","copiada_desde_cliente"
"other-ui","qingyuanjuxing_texiaokuang_bg","assets/images/game-data/other-ui/qingyuanjuxing_texiaokuang_bg__atlas__actimegastar__456e15dc1c.png","atlas\actimegastar.assetbundle","94","94","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu_box03","assets/images/game-data/other-ui/qingyuanjuxing_jindu_box03__atlas__actimegastar__df8c161c8e.png","atlas\actimegastar.assetbundle","36","36","copiada_desde_cliente"
"other-ui","qingyuanjuxing_touxiangdi01_bg","assets/images/game-data/other-ui/qingyuanjuxing_touxiangdi01_bg__atlas__actimegastar__d6ed4ef46b.png","atlas\actimegastar.assetbundle","291","80","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_xiaowenhao_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_xiaowenhao_btn__atlas__actimegastar__9a32a496d5.png","atlas\actimegastar.assetbundle","24","24","copiada_desde_cliente"
"other-ui","qingyuanjuxing_dianzan_bg","assets/images/game-data/other-ui/qingyuanjuxing_dianzan_bg__atlas__actimegastar__5f44f41dcc.png","atlas\actimegastar.assetbundle","32","30","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tuangou_shuangbei_bg","assets/images/game-data/other-ui/qingyuanjuxing_tuangou_shuangbei_bg__atlas__actimegastar__01867cea15.png","atlas\actimegastar.assetbundle","55","38","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tuangou_dajiang_hong","assets/images/game-data/other-ui/qingyuanjuxing_tuangou_dajiang_hong__atlas__actimegastar__5893c25fa6.png","atlas\actimegastar.assetbundle","110","110","copiada_desde_cliente"
"other-ui","qingyuanjuxing_wenzidi03_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_wenzidi03_bg_9S__atlas__actimegastar__d826252a03.png","atlas\actimegastar.assetbundle","44","44","copiada_desde_cliente"
"other-ui","juxingzongxuan_mingchengdi01","assets/images/game-data/other-ui/juxingzongxuan_mingchengdi01__atlas__actimegastar__ba9a5081e8.png","atlas\actimegastar.assetbundle","198","36","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_an_bg_03_9S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_an_bg_03_9S__atlas__actimegastar__1ef4bf2689.png","atlas\actimegastar.assetbundle","10","10","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tubiaodizhenghui_bg","assets/images/game-data/other-ui/qingyuanjuxing_tubiaodizhenghui_bg__atlas__actimegastar__9fcab95060.png","atlas\actimegastar.assetbundle","45","42","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jiahao_bg","assets/images/game-data/other-ui/qingyuanjuxing_jiahao_bg__atlas__actimegastar__7c59d39ceb.png","atlas\actimegastar.assetbundle","51","51","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_lan_da_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_lan_da_btn__atlas__actimegastar__b0c7998dbc.png","atlas\actimegastar.assetbundle","192","58","copiada_desde_cliente"
"other-ui","juxingzongxuan_haoyoudi","assets/images/game-data/other-ui/juxingzongxuan_haoyoudi__atlas__actimegastar__7bc71e65e5.png","atlas\actimegastar.assetbundle","256","98","copiada_desde_cliente"
"other-ui","juxingzongxuan_shuliang_bg_9S","assets/images/game-data/other-ui/juxingzongxuan_shuliang_bg_9S__atlas__actimegastar__1c75f9d4fe.png","atlas\actimegastar.assetbundle","26","20","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu_box01","assets/images/game-data/other-ui/qingyuanjuxing_jindu_box01__atlas__actimegastar__7dc7e59654.png","atlas\actimegastar.assetbundle","36","36","copiada_desde_cliente"
"other-ui","qingyuanjuxing_yilingqu_bg","assets/images/game-data/other-ui/qingyuanjuxing_yilingqu_bg__atlas__actimegastar__ebefdb546c.png","atlas\actimegastar.assetbundle","118","37","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jiaodai02_bg","assets/images/game-data/other-ui/qingyuanjuxing_jiaodai02_bg__atlas__actimegastar__b4d7a3943e.png","atlas\actimegastar.assetbundle","76","59","copiada_desde_cliente"
"other-ui","qingyuanjuxing_daojudikuang_bg","assets/images/game-data/other-ui/qingyuanjuxing_daojudikuang_bg__atlas__actimegastar__91dc312a6c.png","atlas\actimegastar.assetbundle","172","101","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_line_bg_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_line_bg_H3S__atlas__actimegastar__ff5f41dfe7.png","atlas\actimegastar.assetbundle","30","8","copiada_desde_cliente"
"other-ui","qingyuanjuxing_lliebiaodi_H3S","assets/images/game-data/other-ui/qingyuanjuxing_lliebiaodi_H3S__atlas__actimegastar__0835b4685b.png","atlas\actimegastar.assetbundle","377","137","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jiahao_btn","assets/images/game-data/other-ui/qingyuanjuxing_jiahao_btn__atlas__actimegastar__a0153abbd5.png","atlas\actimegastar.assetbundle","42","42","copiada_desde_cliente"
"other-ui","qingyuanjuxing_zhekoushangcheng_wenzi_bg_02_H3S","assets/images/game-data/other-ui/qingyuanjuxing_zhekoushangcheng_wenzi_bg_02_H3S__atlas__actimegastar__bf7343a9b9.png","atlas\actimegastar.assetbundle","250","44","copiada_desde_cliente"
"other-ui","qingyuanjuxing_touxiangdikuang_bg","assets/images/game-data/other-ui/qingyuanjuxing_touxiangdikuang_bg__atlas__actimegastar__43e2e9cf47.png","atlas\actimegastar.assetbundle","51","51","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_touxiangdi_bg","assets/images/game-data/other-ui/kuafuhaoshengyin_touxiangdi_bg__atlas__actimegastar__079706b8b8.png","atlas\actimegastar.assetbundle","80","80","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu02_bar","assets/images/game-data/other-ui/qingyuanjuxing_jindu02_bar__atlas__actimegastar__3b4972d223.png","atlas\actimegastar.assetbundle","18","6","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tubiaodixie_bg","assets/images/game-data/other-ui/qingyuanjuxing_tubiaodixie_bg__atlas__actimegastar__d1054dc275.png","atlas\actimegastar.assetbundle","47","36","copiada_desde_cliente"
"other-ui","qingyuanjuxing_dagou02_bg","assets/images/game-data/other-ui/qingyuanjuxing_dagou02_bg__atlas__actimegastar__4d9eec9729.png","atlas\actimegastar.assetbundle","76","69","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tubiaodizheng_bg","assets/images/game-data/other-ui/qingyuanjuxing_tubiaodizheng_bg__atlas__actimegastar__2c05babba4.png","atlas\actimegastar.assetbundle","45","42","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tongxingzheng_dengjidi_bg","assets/images/game-data/other-ui/qingyuanjuxing_tongxingzheng_dengjidi_bg__atlas__actimegastar__48cc40072f.png","atlas\actimegastar.assetbundle","96","88","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_youyeqian_xian_s9s","assets/images/game-data/other-ui/kuafuhaoshengyin_youyeqian_xian_s9s__atlas__actimegastar__a1fde8563e.png","atlas\actimegastar.assetbundle","1","192","copiada_desde_cliente"
"other-ui","juxingzongxuan_shuxingdi01_H3S","assets/images/game-data/other-ui/juxingzongxuan_shuxingdi01_H3S__atlas__actimegastar__fa183cf4ea.png","atlas\actimegastar.assetbundle","92","32","copiada_desde_cliente"
"other-ui","qingyuanjuxing_heikuang_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_heikuang_bg_9S__atlas__actimegastar__6670184c93.png","atlas\actimegastar.assetbundle","20","20","copiada_desde_cliente"
"other-ui","qingyuanjuxing_xinxitishi_bg_9S","assets/images/game-data/other-ui/qingyuanjuxing_xinxitishi_bg_9S__atlas__actimegastar__70b6dcb22d.png","atlas\actimegastar.assetbundle","32","32","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu04_bar","assets/images/game-data/other-ui/qingyuanjuxing_jindu04_bar__atlas__actimegastar__a1bde26086.png","atlas\actimegastar.assetbundle","14","14","copiada_desde_cliente"
"other-ui","qingyuanjuxing_haoyuou_sousuo_bg","assets/images/game-data/other-ui/qingyuanjuxing_haoyuou_sousuo_bg__atlas__actimegastar__53e3862513.png","atlas\actimegastar.assetbundle","255","59","copiada_desde_cliente"
"other-ui","qingyuanjuxing_jindu01_bar","assets/images/game-data/other-ui/qingyuanjuxing_jindu01_bar__atlas__actimegastar__eda59d58a4.png","atlas\actimegastar.assetbundle","10","10","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_liebiao_bg_02_H3S","assets/images/game-data/other-ui/kuafuhaoshengyin_liebiao_bg_02_H3S__atlas__actimegastar__610e820ae0.png","atlas\actimegastar.assetbundle","10","563","copiada_desde_cliente"
"other-ui","kuafuhaoshengyin_yeqian_btn","assets/images/game-data/other-ui/kuafuhaoshengyin_yeqian_btn__atlas__actimegastar__bb4f449ab4.png","atlas\actimegastar.assetbundle","130","70","copiada_desde_cliente"
"other-ui","qingyuanjuxing_tuangou_dajiang_zi","assets/images/game-data/other-ui/qingyuanjuxing_tuangou_dajiang_zi__atlas__actimegastar__0252e98aef.png","atlas\actimegastar.assetbundle","110","110","copiada_desde_cliente"
"other-ui","juxingzongxuan_paiming_icon_03","assets/images/game-data/other-ui/juxingzongxuan_paiming_icon_03__atlas__actimegastar__d1750338ca.png","atlas\actimegastar.assetbundle","68","68","copiada_desde_cliente"
"other-ui","qingyuanjuxing_touxianghuawen_bg","assets/images/game-data/other-ui/qingyuanjuxing_touxianghuawen_bg__atlas__actimegastar__1192310451.png","atlas\actimegastar.assetbundle","744","133","copiada_desde_cliente"
"other-ui","qingyuanjuxing_xmys_wenzidi_bg02_S3S","assets/images/game-data/other-ui/qingyuanjuxing_xmys_wenzidi_bg02_S3S__atlas__actimegastar__2080828a9d.png","atlas\actimegastar.assetbundle","148","40","copiada_desde_cliente"
"other-ui","qingyuanjuxing_wenzidi03_bg","assets/images/game-data/other-ui/qingyuanjuxing_wenzidi03_bg__atlas__actimegastar__e7f08730b0.png","atlas\actimegastar.assetbundle","823","49","copiada_desde_cliente"
"other-ui","qingyuanjuxing_chakan_btn","assets/images/game-data/other-ui/qingyuanjuxing_chakan_btn__atlas__actimegastar__173e7b3e13.png","atlas\actimegastar.assetbundle","44","44","copiada_desde_cliente"
"other-ui","qingyuanjuxing_shenyufanpai_bg","assets/images/game-data/other-ui/qingyuanjuxing_shenyufanpai_bg__atlas__actimegastar__ffabbe00af.png","atlas\actimegastar.assetbundle","107","83","copiada_desde_cliente"
"other-ui","bimaizhigou_fanli2_bg","assets/images/game-data/other-ui/bimaizhigou_fanli2_bg__atlas__actimustbuygift__a181930e24.png","atlas\actimustbuygift.assetbundle","110","31","copiada_desde_cliente"
"other-ui","bimaizhigou_shuangbeii_bg","assets/images/game-data/other-ui/bimaizhigou_shuangbeii_bg__atlas__actimustbuygift__d85b4b2df5.png","atlas\actimustbuygift.assetbundle","24","64","copiada_desde_cliente"
"other-ui","bimaizhigou_hua_bg","assets/images/game-data/other-ui/bimaizhigou_hua_bg__atlas__actimustbuygift__1aec6013c0.png","atlas\actimustbuygift.assetbundle","14","13","copiada_desde_cliente"
"other-ui","bimaizhigou_libaodi_bg","assets/images/game-data/other-ui/bimaizhigou_libaodi_bg__atlas__actimustbuygift__86fb31754a.png","atlas\actimustbuygift.assetbundle","270","506","copiada_desde_cliente"
"other-ui","bimaizhigou_lishengliangyuan_icon_cn","assets/images/game-data/other-ui/bimaizhigou_lishengliangyuan_icon_cn__atlas__actimustbuygift__f9db0bd908.png","atlas\actimustbuygift.assetbundle","83","66","copiada_desde_cliente"
"other-ui","bimaizhigou_fanli_bg","assets/images/game-data/other-ui/bimaizhigou_fanli_bg__atlas__actimustbuygift__e89a096eaa.png","atlas\actimustbuygift.assetbundle","134","33","copiada_desde_cliente"
"other-ui","qingyuan_yuantouxiangdi_bg","assets/images/game-data/other-ui/qingyuan_yuantouxiangdi_bg__atlas__actiqingyuantask__286b29caef.png","atlas\actiqingyuantask.assetbundle","94","94","copiada_desde_cliente"
"other-ui","qingyuan_xinfeng_bg","assets/images/game-data/other-ui/qingyuan_xinfeng_bg__atlas__actiqingyuantask__8e727f81f9.png","atlas\actiqingyuantask.assetbundle","736","460","copiada_desde_cliente"
"other-ui","qingyuan_relianzhidi_9s","assets/images/game-data/other-ui/qingyuan_relianzhidi_9s__atlas__actiqingyuantask__b782bbd2e2.png","atlas\actiqingyuantask.assetbundle","60","10","copiada_desde_cliente"
"other-ui","qingyuan_liebiao2_bg_H3S","assets/images/game-data/other-ui/qingyuan_liebiao2_bg_H3S__atlas__actiqingyuantask__822229205f.png","atlas\actiqingyuantask.assetbundle","500","150","copiada_desde_cliente"
"other-ui","qingyuan_aixin_bg","assets/images/game-data/other-ui/qingyuan_aixin_bg__atlas__actiqingyuantask__8ed8cfb74e.png","atlas\actiqingyuantask.assetbundle","346","72","copiada_desde_cliente"
"other-ui","qingyuan_tishi_bg","assets/images/game-data/other-ui/qingyuan_tishi_bg__atlas__actiqingyuantask__5a31e459a5.png","atlas\actiqingyuantask.assetbundle","385","32","copiada_desde_cliente"
"other-ui","qingyuan_wodepaiming_bg","assets/images/game-data/other-ui/qingyuan_wodepaiming_bg__atlas__actiqingyuantask__0359a262c0.png","atlas\actiqingyuantask.assetbundle","526","32","copiada_desde_cliente"
"other-ui","qingyuan_liebiao3_bg","assets/images/game-data/other-ui/qingyuan_liebiao3_bg__atlas__actiqingyuantask__22fcd22dd0.png","atlas\actiqingyuantask.assetbundle","500","104","copiada_desde_cliente"
"other-ui","qingyuan_touxiang_bg","assets/images/game-data/other-ui/qingyuan_touxiang_bg__atlas__actiqingyuantask__bf7dffef57.png","atlas\actiqingyuantask.assetbundle","288","166","copiada_desde_cliente"
"other-ui","qingyuan_bangyi_bg","assets/images/game-data/other-ui/qingyuan_bangyi_bg__atlas__actiqingyuantask__85ebfc2aba.png","atlas\actiqingyuantask.assetbundle","444","70","copiada_desde_cliente"
"other-ui","qingyuan_mingzidi_bg_H3S","assets/images/game-data/other-ui/qingyuan_mingzidi_bg_H3S__atlas__actiqingyuantask__d6f1f0369c.png","atlas\actiqingyuantask.assetbundle","84","30","copiada_desde_cliente"
"other-ui","qingyuan_shijian_bg_H3S","assets/images/game-data/other-ui/qingyuan_shijian_bg_H3S__atlas__actiqingyuantask__aaacfb78cf.png","atlas\actiqingyuantask.assetbundle","150","40","copiada_desde_cliente"
"other-ui","qingyuan_zhezhao_bg","assets/images/game-data/other-ui/qingyuan_zhezhao_bg__atlas__actiqingyuantask__673db191ce.png","atlas\actiqingyuantask.assetbundle","60","60","copiada_desde_cliente"
